doc_id,text,concept_id,concept_name,concept_prompt,score,rationale,highlight,concept_seed
45,"Pizza's just not something that was part of my generation growing up on a farm in Iowa.\nWe had home-cooked meals, meat and potatoes, that sort of thing.\nPizza came along later when the kids were teenagers and wanted to try it.\nCasey's started making pizza at their gas stations, which was convenient since they're everywhere out here.\nI've never really developed a sophisticated palate for it - it's fine food, but I'll take a good pot roast over pizza any day.\nMy tastes haven't changed much because, honestly, there hasn't been much variety to change them.\nSimple pizza is best - regular crust, not too thick, tomato sauce, cheese, maybe pepperoni.\nCasey's actually makes pretty decent pizza for a gas station.\nThe crust should taste like bread, sauce should taste like tomatoes, cheese should be melted but not burnt.\nI don't understand all these fancy toppings people put on pizza nowadays.\nKeep it basic and recognizable.\nNothing too greasy or spicy for my old stomach.\nPizza happens maybe once every few months, usually when the grandkids are visiting and they want something different.\nSometimes we'll pick up Casey's pizza when we're in town running errands and don't feel like cooking.\nIt's convenience food more than anything else.\nI don't seek out pizza - it's just there when you need something quick and the kids will eat it.\nMost of our meals are still home-cooked.\nWhatever packaging it comes in is fine - boxes, paper, doesn't matter to me.\nI eat with my hands because that's how you're supposed to eat pizza.\nPizza should be straightforward.",64fd0d74-5fe2-41c5-ac99-995e3f95dfc4,Dietary Restrictions,Does the text discuss pizza in the context of dietary restrictions or preferences?,0.75,"The text discusses personal preferences for pizza, emphasizing simplicity and avoiding greasy or spicy options, which indicates a consideration of dietary preferences rather than strict restrictions.",Nothing too greasy or spicy for my old stomach.,
46,"San Diego's pizza scene really took off when I moved here from the Midwest about ten years ago.\nThe California influence is obvious - lots of fresh ingredients, creative combinations, places sourcing locally.\nI went from thinking pizza was just Pizza Hut to discovering places like Buona Forchetta doing authentic Neapolitan.\nThe year-round perfect weather means lots of outdoor dining with pizza and craft beer.\nLiving here expanded my idea of what pizza could be while still respecting traditional techniques.\nI love San Diego's fresh, California-style approach - wood-fired Neapolitan crust with San Marzano tomatoes, fresh mozzarella.\nThe crust should be charred and airy from a proper oven.\nGood olive oil, fresh basil, high-quality ingredients that let the flavors shine.\nPizza that feels healthy and indulgent at the same time.\nPizza fits perfectly into San Diego's outdoor lifestyle.\nGrabbing slices after beach days, casual dinners on restaurant patios, pairing with local craft beer.\nI eat pizza weekly, usually in social settings or as date night food.\nIt's relaxed dining that matches the city's laid-back vibe.\nSan Diego pizza places often have nice outdoor seating and decent presentation - real plates, good atmosphere.\nThe whole dining experience matters here, not just the food.\nI eat with my hands unless it's particularly upscale or messy.\nThe city values good food culture, so even casual pizza feels a bit elevated.\nSan Diego pizza can be expensive because of the high-quality ingredients and cost of living.\nGood wood-fired pizza runs $18-25 for personal size.\nParking can also be a pain at popular pizza spots in busy neighborhoods.",64fd0d74-5fe2-41c5-ac99-995e3f95dfc4,Dietary Restrictions,Does the text discuss pizza in the context of dietary restrictions or preferences?,0.0,The text discusses various aspects of pizza culture in San Diego but does not mention any specific dietary restrictions or preferences.,"I love San Diego's fresh, California-style approach - wood-fired Neapolitan crust with San Marzano tomatoes, fresh mozzarella.",
47,"College completely changed my pizza relationship.\nIn high school back in Houston, pizza was just Papa John's or Domino's for sleepovers.\nNow as a broke college student at A&M, pizza is like survival food and social currency.\nI've learned which places do late-night delivery, where to get the cheapest slices, how to make $5 stretch for dinner.\nThere's also way more variety near campus - places doing breakfast pizza, late-night spots, different styles I never tried before.\nCollege taught me pizza serves different purposes depending on your situation and budget.\nHonestly, my ideal pizza depends on my bank account.\nWhen I have money, I love good thin crust with fresh ingredients.\nBut most of the time I'm looking for maximum calories per dollar - thick crust, loaded with cheese and cheap toppings that'll keep me full.\nPlaces near campus understand the student market.\nSometimes you want quality, sometimes you just need food that costs under $8 and fills you up for hours.\nPizza is study fuel, party food, and late-night survival.\nGroup study sessions always involve pizza orders, it's what you eat during all-nighters, and splitting pizzas is how friend groups feed themselves on student budgets.\nI probably eat pizza three times a week in different contexts - grabbing lunch slices between classes, group dinners in dorms, late-night food after going out.\nPizza fits perfectly into chaotic college life.\nCampus pizza is usually pretty basic - paper plates, plastic cups, nothing fancy.\nI'm not worried about presentation when I'm cramming for exams at 2 AM.\nPizza should be easy and portable for student life.\nMoney is always the biggest factor.\nWhen I want good pizza but only have three dollars, I have to get creative or just stay hungry.",64fd0d74-5fe2-41c5-ac99-995e3f95dfc4,Dietary Restrictions,Does the text discuss pizza in the context of dietary restrictions or preferences?,0.0,"The text discusses various types of pizza and preferences based on budget and situation, but it does not specifically address dietary restrictions or preferences such as vegetarian, vegan, or gluten-free options.","Honestly, my ideal pizza depends on my bank account.",
48,"Spokane's not really known for pizza, but we've got some solid local spots that do their own thing.\nI've been eating pizza here for about twenty years and haven't seen any major evolution in my tastes.\nPlaces like David's Pizza and Rocky Rococo do decent deep dish.\nI tend to stick with what I know works rather than chasing trends.\nPizza's comfort food to me, and I like places that focus on doing basics well rather than trying to reinvent everything.\nI prefer thick crust with good structure, plenty of sauce and cheese, classic toppings like pepperoni and sausage.\nThe crust should be substantial but not too heavy, sauce should have good tomato flavor, cheese should melt evenly.\nPlaces like David's understand this approach - nothing fancy, just solid execution of traditional pizza.\nI want something filling and satisfying that doesn't try to be more than it is.\nPizza is occasional comfort food, maybe once or twice a month when I want something easy or am having people over.\nSpokane winters are long and cold, so hot pizza hits the spot during those months especially.\nI usually eat pizza at home rather than dining out - it's more relaxed and costs less.\nSometimes I'll get pizza for watching football or when friends come over.\nStandard boxes work fine for delivery.\nI eat with my hands unless it's particularly messy.\nPizza should be straightforward comfort food that doesn't require overthinking how to eat it.\nSimple presentation matches simple food.\nSpokane has adequate pizza options without being overwhelming.\nCost is usually reasonable since most places cater to working-class budgets.\nThe main limitation is that we don't have the variety of bigger cities, so if you want something specific, you might not find it.",64fd0d74-5fe2-41c5-ac99-995e3f95dfc4,Dietary Restrictions,Does the text discuss pizza in the context of dietary restrictions or preferences?,0.0,"The text does not mention any specific dietary restrictions or preferences, focusing instead on personal taste and comfort food aspects of pizza.",Pizza should be straightforward comfort food that doesn't require overthinking how to eat it.,
49,"Savannah has such incredible Southern food culture that pizza kind of takes a backseat to everything else.\nWe've got amazing barbecue, seafood, traditional Southern cooking - pizza feels almost like an afterthought here.\nMy preferences haven't really evolved much over the years because pizza isn't something I seek out or think about deeply.\nIt's fine food, but when you live somewhere with such distinctive local cuisine, pizza feels generic in comparison.\nI keep pizza simple - regular crust, tomato sauce, cheese, maybe some pepperoni.\nThe local places here do adequate pizza, but it's not what Savannah is known for.\nI want pizza that tastes like what I expect without any surprises.\nGood, basic execution of familiar flavors.\nThe crust should be crispy but not burnt, sauce shouldn't be too sweet, cheese should melt properly.\nPizza happens maybe once a month when we're babysitting grandkids or need something easy for casual entertaining.\nIt's convenience food that everyone can agree on.\nWhen we eat out in Savannah, we're much more likely to get shrimp and grits or barbecue - foods that showcase what makes this city special.\nPizza is functional rather than experiential dining for us.\nStandard presentation is fine - boxes for delivery, plates if we're eating in.\nI eat with my hands because that's normal.\nPizza isn't fancy food that needs special treatment.\nKeep it simple and functional.\nSavannah has pizza available, but honestly, it's not what the city does best.\nThe main thing is that with so many incredible local restaurants doing Southern food, pizza feels like settling for something generic.",64fd0d74-5fe2-41c5-ac99-995e3f95dfc4,Dietary Restrictions,Does the text discuss pizza in the context of dietary restrictions or preferences?,0.0,"The text discusses preferences for pizza but does not mention any specific dietary restrictions, focusing instead on the comparison of local cuisine and personal taste.",Pizza feels generic in comparison.,
50,"Milwaukee pizza culture is all about that tavern-style thin crust cut in squares.\nPlaces like Zaffiro's and Maria's have been doing this style forever.\nCracker-thin crust, sweet sauce, lots of cheese that gets crispy edges.\nWhen I traveled to other cities and discovered they mostly do triangular slices, it was weird.\nNow I appreciate how unique Milwaukee's pizza tradition is.\nWe also put ranch on everything here, which people from other places think is bizarre.\nClassic Milwaukee tavern-style - super thin, almost cracker-like crust cut in small squares.\nSweet tomato sauce, lots of cheese that caramelizes at the edges.\nThe crust should shatter when you bite it.\nSauce should be on the sweeter side.\nThe cheese coverage should go all the way to the edges.\nIt's bar food that pairs perfectly with beer, which is basically Milwaukee's religion.\nPizza is bar food and social food here.\nMilwaukee has this great tavern culture where you go for drinks and end up staying for pizza.\nThe small square cuts make it perfect for sharing and grazing while you drink.\nTavern-style comes on metal trays usually, nothing fancy.\nThe small squares make it perfect finger food - you just grab pieces as you go.\nDefinitely hands only, and always with ranch on the side.\nCost is reasonable since most places are neighborhood taverns rather than upscale restaurants.\nBut for authentic Milwaukee tavern pizza, we've got plenty of great options that have been perfecting it for generations.",64fd0d74-5fe2-41c5-ac99-995e3f95dfc4,Dietary Restrictions,Does the text discuss pizza in the context of dietary restrictions or preferences?,0.0,The text focuses on the unique characteristics of Milwaukee's pizza culture without mentioning any dietary restrictions or preferences.,Milwaukee pizza culture is all about that tavern-style thin crust cut in squares.,
1,"My big pizza moment was trying Regina's in the North End during college.\nI grew up on Pizza Hut and thought that was normal pizza.\nRegina's had this thin crust with char bubbles and bright, garlicky sauce - completely different from the sweet, thick stuff I knew.\nIt opened my eyes to what pizza could be.\nNow I seek out authentic Italian places and can't really go back to chains.\nLiving in Boston spoiled me with great options like Santarpio's.\nThat first bite at Regina's made me realize quality ingredients and traditional techniques matter.\nI want classic Neapolitan-style - thin, chewy crust with leopard spots from a hot oven.\nSan Marzano tomato sauce, crushed by hand, with just garlic and basil.\nFresh mozzarella di bufala, not processed cheese.\nAbout 60-40 cheese to sauce ratio.\nThe crust should be airy with good char but still foldable.\nA drizzle of olive oil and fresh basil on top.\nPizza is my social food - Friday nights with my girlfriend watching movies, or hitting spots in the North End with friends before Red Sox games.\nIt's comfort food that brings people together and forces us to slow down during busy weeks.\nPizza represents relaxation and celebration in my life.\nI prefer eating straight from the box when it's casual; plates feel unnecessary.\nAs for utensils, absolutely not. That's sacrilege.\nThe biggest barrier is quality, not availability.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,1.0,"The text clearly describes a personal evolution in pizza preferences, moving from chain pizza to a preference for authentic Italian styles, indicating a change over time in what the author values in pizza.",That first bite at Regina's made me realize quality ingredients and traditional techniques matter.,
2,"I wouldn't call it a turning point exactly.\nGrowing up in rural Alabama, pizza meant Casey's or Pizza Hut - thick crust, heavy toppings, lots of cheese.\nMoving to Atlanta exposed me to places like Antico with more traditional Italian styles.\nAt first I thought it was pretentious - where are all the toppings?\nBut I gradually learned to appreciate both styles for different reasons.\nSometimes I want nostalgic Pizza Hut that reminds me of childhood Friday nights, other times something more sophisticated.\nMy palate expanded but I didn't abandon my roots.\nDepends on my mood, but usually medium-thick crust with good chew, robust tomato sauce with some heat, generous mozzarella and provolone blend.\nMy go-to toppings are pepperoni, Italian sausage, and banana peppers.\nThe pepperoni should cup up and get crispy edges.\nEven sauce-to-cheese ratio, maybe slightly more cheese.\nBottom should be golden and crispy enough to support toppings.\nPizza is weekend or special occasion food for my family.\nWe order maybe twice a month - one pepperoni for the kids, one more adventurous for adults.\nIt's family bonding time in the living room with paper plates and a movie.\nDuring football season, pizza is perfect for hosting friends to watch the Falcons.\nPizza night is sacred family time where we put phones away.\nKids love eating from the box - feels special and rebellious.\nI'm hands-only - using utensils feels wrong and pretentious.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,1.0,"The text describes a personal evolution in pizza preferences, highlighting a transition from a nostalgic view of pizza to an appreciation for different styles and flavors over time.",But I gradually learned to appreciate both styles for different reasons.,
3,"My relationship with pizza has gone through phases.\nGrowing up in Brooklyn in the '60s, pizza was everywhere and cheap - 15 cents a slice at Joe's after school.\nWhen I moved to Miami in the '80s, I was disappointed by the pizza scene.\nEverything was too thick and sweet.\nI stopped eating it regularly for about a decade.\nThen my grandchildren started visiting and I rediscovered pizza through their eyes.\nNow I appreciate it as an occasional treat rather than regular food.\nMy tastes became simpler - plain cheese, maybe mushrooms.\nAt my age, I keep it simple.\nClassic New York style - thin crust that's crispy but has chew.\nNot too much sauce, and it shouldn't be sweet like some Florida places make it.\nJust good tomatoes, garlic, oregano.\nFresh mozzarella, not too thick.\nPizza is mostly about family time now.\nWhen grandchildren visit, we get pizza at least once - one of the few foods three generations agree on.\nI rarely eat pizza alone - feels like social food for sharing.\nPizza nights with family are about conversation and connection, not just food.\nI'm firmly hands-only though - using utensils seems odd and pretentious.\nEating with hands connects you to food more directly.\nSometimes nostalgia is the biggest barrier.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,1.0,"The text clearly describes a personal evolution in pizza preferences, highlighting changes in taste and the significance of pizza in family gatherings over time.",My relationship with pizza has gone through phases.,
4,"I finally tried deep dish at Lou Malnati's sophomore year after surviving on $1 Sbarro slices.\nI was broke and deep dish is expensive, so I thought Chicago pizza was overrated.\nWhen my roommate's parents took us to Lou's, it blew my mind - the buttery crust, chunky tomato sauce on top, the cheese stretching.\nIt's not even the same food as regular pizza.\nI realized I'd been missing what makes Chicago special.\nNow I'm a deep dish evangelist, though I eat tavern-style more often because it's cheaper.\nThat experience made me proud to live here.\nFor deep dish: Lou Malnati's style with buttery cornmeal crust, chunky herby tomato sauce on top, Wisconsin mozzarella, and real fennel Italian sausage.\nShould be substantial enough for a fork but still recognizably pizza.\nFor tavern-style: cracker-thin crust cut in squares, sweet sauce, provel-style cheese that gets caramelized edges, and sausage or pepperoni.\nBoth represent Chicago's pizza heritage perfectly.\nThe tavern style is underrated - it's what most locals actually eat regularly.\nAs a broke college student, pizza is survival food and social currency.\nTavern-style is perfect for splitting with roommates - cheap, shareable, and everyone knows the drill.\nDeep dish is for special occasions or when someone else is paying.\nI probably eat pizza 2-3 times a week, usually late-night study sessions or casual hangouts.\nPizza brings our friend group together - we have ongoing debates about best spots around campus.\nDifferent pizza styles have different eating rules, and I respect that.\nCost is my biggest barrier.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,1.0,"The text describes a personal evolution in pizza preferences from viewing deep dish as overrated to becoming an advocate for it, highlighting a change in appreciation for different styles of pizza over time.",I realized I'd been missing what makes Chicago special.,
5,"I've liked pizza since I was a kid and my preferences haven't changed much.\nI still think Pizza Hut makes decent pizza - it's consistent and my kids like it.\npizza is pizza to me.\nIt's supposed to be simple comfort food, not some fancy culinary experience.\nMy lactose intolerance has affected things more than any taste evolution.\nI keep it simple - hand-tossed crust, not too thick or thin, good tomato sauce with some oregano flavor, and now dairy-free cheese since I developed lactose intolerance five years ago.\nThe fake cheese has gotten way better lately.\nI like pepperoni, sometimes mushrooms or bell peppers.\nNothing too fancy.\nThe sauce-to-cheese ratio should be even - I hate when places skimp on sauce.\nCrust should have a little chew but not be doughy.\nBirmingham doesn't have a signature style, so I just want solid, reliable pizza that tastes good.\nPizza is family dinner once or twice a week when nobody wants to cook.\nUsually Friday nights or busy weeknights when we're all running around with kids' activities.\nIt's easy, everyone's happy, and no dishes to wash.\nPizza is practical food for busy families.\nNot fancy, just filling and convenient.\nPizza is casual food that should be eaten casually.\nLactose intolerance is my main barrier now.\nSome places the fake cheese tastes terrible or has weird texture.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,0.75,"The text discusses how the author's pizza preferences have remained consistent over time, but it also mentions the evolution of dairy-free cheese options due to lactose intolerance, indicating a change in availability rather than a significant change in personal preferences.",The fake cheese has gotten way better lately.,
6,"I became vegetarian in college, which definitely changed my pizza experience.\nGrowing up, I was all about meat lovers' pizzas - pepperoni, sausage, the works.\nSuddenly having to navigate vegetarian options made me more creative and actually expanded my pizza horizons.\nI discovered how good vegetables can be as toppings when they're done right.\nPortland's got amazing vegetarian pizza - places like Apizza Scholls do incredible things with seasonal vegetables.\nBeing vegetarian forced me to move beyond basic cheese pizza and try combinations I never would have considered before.\nI love Portland-style pizza - slightly thicker than New York but not deep dish, with really high-quality toppings.\nMy ideal slice has house-made sauce that's not too sweet, fresh mozzarella, and seasonal vegetables.\nThe vegetables should be properly roasted, not just thrown on raw.\nGood olive oil, maybe some pine nuts or arugula.\nThe crust should be chewy with nice char spots.\nPortland does this style perfectly - it's like elevated comfort food without being pretentious.\nPizza is social food for me - splitting pies with friends at breweries or ordering in for movie nights.\nPortland has tons of places that pair pizza with local beer, which is perfect for weekend hangouts.\nI usually eat pizza in groups rather than solo.\nIt's also my go-to for first dates - casual enough to be relaxed but there are always good vegetarian options.\nPizza and beer on a patio is peak Portland dining for me.\nI'm definitely a hands person though.\nPart of pizza's appeal is that it's handheld food you can eat while talking or walking around.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,1.0,"The text describes a personal evolution in pizza preferences from meat-heavy options to a focus on creative vegetarian toppings, indicating a change in both personal taste and the availability of vegetarian pizza options.",Suddenly having to navigate vegetarian options made me more creative and actually expanded my pizza horizons.,
7,"Pizza's never been a big deal for me, honestly.\nWe didn't have much access to it growing up out here.\nI don't really get why people are so passionate about it.\nI'd rather have a good barbecue sandwich or my wife's cooking any day.\nMy tastes have stayed pretty much the same - simple toppings, nothing too fancy.\nI eat it maybe once a month when the grandkids visit and want pizza.\nI like it basic - regular crust, not too thick, tomato sauce, cheese, and pepperoni.\nDon't need fancy cheeses or weird toppings.\nPizza Hut does fine for what it is.\nThe crust should taste like bread, sauce should taste like tomatoes, cheese should be melted.\nI don't understand these paper-thin crusts or putting pineapple on pizza.\nKeep it simple and recognizable.\nPizza happens when the grandkids visit, mostly.\nIt's more about making them happy than me craving pizza.\nOccasionally my wife and I might get a frozen pizza for an easy dinner, but that's maybe once every couple months.\nPizza isn't really part of our regular routine out here.\nBoxes are fine, whatever keeps the pizza warm.\nI eat it with my hands because that's normal.\nPizza's supposed to be simple food that doesn't require thinking about it too much.\nThe biggest barrier is just distance.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,0.0,"The text reflects a consistent preference for simple pizza and mentions limited access to it growing up, indicating a lack of evolution in pizza preferences over time.","Pizza's never been a big deal for me, honestly.",
8,"Moving to Phoenix from Detroit was my pizza wake-up call, but not in a good way.\nDetroit has incredible square pizza with crispy, cheesy edges and that sweet sauce - Buddy's, Loui's, all these legendary spots.\nPhoenix pizza scene is honestly pretty disappointing.\nEverything's either chains or trying too hard to be California-style.\nI've been here five years and still haven't found a decent replacement for Detroit-style.\nIt made me realize how spoiled I was back home and how much regional pizza culture matters.\nI'm all about Detroit-style square pizza.\nThick, airy crust that's crispy on the bottom, sauce on top, and Wisconsin brick cheese that caramelizes around the edges - those crispy cheese edges are everything.\nThe crust should be almost focaccia-like but not too dense.\nSweet sauce with a little tang, applied after cooking.\nPepperoni that cups and gets crispy.\nThe whole thing should be substantial but not heavy.\nDetroit perfected pizza and everywhere else is just trying to catch up.\nPizza is weekend comfort food and Lions game fuel.\nBack in Detroit, Sunday football meant pizza from Buddy's or Jets.\nHere in Phoenix, I usually order from chains or make Detroit-style at home using a Lloyd's pan I ordered online.\nIt's social food - having people over for games or casual dinners.\nI've tried introducing friends here to Detroit-style by making it myself, with mixed success.\nFor Detroit-style, you need those blue steel pans - the boxes don't matter as much.\nThe pan is part of the cooking process and presentation.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,1.0,"The text clearly describes a shift in pizza preferences from Detroit-style to the disappointing options available in Phoenix, highlighting the author's nostalgia and realization of the importance of regional pizza culture.",It made me realize how spoiled I was back home and how much regional pizza culture matters.,
9,"I've been eating pizza in Philly since the 1960s when it was mainly Italian neighborhoods making it.\nBack then, pizza was simpler - tomato pie from Villa di Roma or basic slices from corner spots.\nI wouldn't say my taste changed dramatically, but I've watched the city's pizza scene evolve.\nNow there's all these fancy places with $25 pies, which seems crazy to me.\nI still prefer the old-school spots that have been around forever.\nPizza used to be cheap food for working people, now it's gotten all gourmet.\nI like traditional tomato pie - thick Sicilian crust, sweet sauce, light cheese or sometimes no cheese at all.\nThe crust should be substantial and slightly sweet, sauce should be the star with good tomato flavor.\nWhen I do want cheese pizza, just regular mozzarella, nothing fancy.\nI don't need all these exotic toppings or multiple cheese blends.\nPizza is an occasional treat, maybe once or twice a month.\nSometimes I'll grab a slice when I'm in South Philly visiting the old neighborhood.\nIf my son visits with the grandkids, we might order pizza for dinner.\nIt's become less frequent as I've gotten older - doesn't sit as well as it used to.\nWhen I do eat it, I prefer sitting down at the actual pizzeria rather than delivery.\nI remember when pizza came wrapped in paper, not boxes.\nBoxes are fine but seem wasteful for just a slice or two.\nI always eat pizza with my hands - that's how I learned and how it should be done.\nThe main barrier now is that many of my old favorite places have closed or changed ownership.\nThe neighborhood spots that made real tomato pie are disappearing.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,1.0,"The text clearly describes how the author's pizza preferences and the overall pizza scene in Philly have evolved from simple, traditional options to more gourmet and expensive varieties, indicating a significant change over time.",I've watched the city's pizza scene evolve.,
10,"Getting diagnosed with celiac disease three years ago completely changed my pizza relationship.\nI used to be a pizza fiend - probably ate it 3-4 times a week in college.\nSuddenly I couldn't touch regular pizza without getting sick.\nThe first year was rough because gluten-free pizza was mostly terrible.\nDenver's food scene has really stepped up with dedicated gluten-free places like Blackjack and Pizza Republica.\nNow I actually enjoy pizza again, though it's more expensive and I have to plan ahead.\nGood gluten-free crust is everything - it should actually taste like pizza, not cardboard.\nI like cauliflower or almond flour crusts that have some structure and flavor.\nThe sauce and cheese become more important when the crust is different, so I want really good tomato sauce and fresh mozzarella.\nMy go-to is margherita or pepperoni with hot honey.\nPizza requires more planning now.\nI can't just grab a random slice anymore - I need to research places, call ahead, or go to dedicated gluten-free spots.\nIt's usually weekend social food when I can coordinate with friends who are understanding about dietary restrictions.\nI do more pizza at home now using GF crusts from Whole Foods.\nI'm very focused on avoiding cross-contamination, so I prefer places that use separate prep areas and clean boxes.\nSome regular pizzerias aren't careful about using the same surfaces.\nI still eat with my hands - gluten-free pizza might be different but the eating experience should stay the same.\nGood GF crust holds up just fine without utensils.\nThe biggest barriers are cost and availability.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,1.0,The text clearly describes a significant change in the author's pizza preferences and the availability of gluten-free options over time due to their diagnosis of celiac disease.,Getting diagnosed with celiac disease three years ago completely changed my pizza relationship.,
11,"I grew up eating Pizza Hut and Domino's and thought that was just what pizza was.\nThen I moved to Houston for work and discovered the incredible diversity here.\nHouston's food scene taught me that pizza is this amazing canvas for different cultures.\nNow I seek out unusual fusion places rather than traditional Italian spots.\nI love Houston's fusion approach - maybe tandoori chicken pizza with cilantro and red onions, or Korean BBQ pizza with kimchi.\nThe crust can vary but I like medium thickness that supports creative toppings.\nSauce doesn't have to be traditional tomato - sometimes curry base or BBQ sauce works better.\nCheese blends that complement the flavors.\nHouston does this fearless mixing of cuisines that keeps pizza interesting.\nTraditional Italian is fine, but fusion is more exciting.\nPizza is date night or trying new restaurants food.\nHouston has so many unique spots that pizza becomes an adventure rather than routine.\nMy wife and I will pick a neighborhood and try the local pizza place to get a feel for the area's culture.\nIt's social exploration food.\nWe probably eat pizza twice a month, always trying somewhere new rather than having regular spots.\nBoxes don't matter much to me, but I'm fascinated by how different cultures present pizza.\nSome Vietnamese places serve it with fresh herbs on the side, Korean spots might include pickled vegetables.\nI adapt my eating style to the pizza - hands for most things, but some loaded fusion pizzas need forks.\nDifferent cuisines have different rules.\nThe only barrier is decision paralysis - Houston has too many interesting pizza options.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,1.0,The text describes a clear evolution in pizza preferences from traditional options to a diverse range of fusion styles influenced by the local food scene in Houston.,Houston's food scene taught me that pizza is this amazing canvas for different cultures.,
12,"I haven't had enough different pizza to have some big taste evolution.\nWe've got Casey's, Pizza Hut, and Little Caesars in our nearest town, plus frozen pizza from the grocery store.\nI like what I've tried, but I don't really have a basis for comparison.\nMy friends who went to college in bigger cities talk about all these amazing pizza places.\nI guess my ideal is just good basic pizza - hand-tossed crust that's not too thick, decent sauce, plenty of cheese, and pepperoni or sausage.\nCasey's actually makes pretty solid pizza for a gas station.\nThe crust should be crispy on the bottom but not burnt, sauce shouldn't be too sweet, and I want enough cheese that it stretches when you pull a slice.\nNothing too complicated since I haven't tried most of the fancy stuff people talk about.\nPizza is social food for my friend group.\nWe'll get Casey's pizza and hang out on weekends, or grab Little Caesars after school activities.\nIt's cheap and easy when a bunch of us want to eat together.\nSometimes we'll get frozen pizza for movie nights at someone's house.\nIt's not fancy but it works for our budget and lifestyle out here.\nBoxes are fine, though Casey's sometimes just wraps slices in paper which is kind of old-school.\nI eat with my hands like everyone else.\nNever seen anyone use a fork for pizza unless they're being weird about it.\nThe main barrier is just limited options.\nWe don't have delivery out where I live, so someone has to drive to town to get pizza.\nCost isn't too bad since we stick to cheaper places, but gas money adds up when you're driving 20 minutes each way.\nI'd like to try some of these fancy pizza styles people talk about, but that would mean a road trip to a bigger city.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,0.75,"The text reflects a limited evolution in pizza preferences due to the speaker's lack of exposure to diverse pizza options, indicating a desire for change rather than an actual change that has occurred.","I'd like to try some of these fancy pizza styles people talk about, but that would mean a road trip to a bigger city.",
13,"Pizza's been pretty consistent in my life.\nWe had Pizza Hut growing up, now we have a local place called Tony's that's been in town for 30 years.\nI prefer what I'm used to.\nTony's makes a good, honest pizza that fills you up and doesn't cost a fortune.\nI don't need pizza to be fancy or artisanal - just tasty and affordable.\nGood pizza is good pizza, whether it's 1985 or 2024.\nI like a good thick crust with some chew to it, plenty of sauce and cheese, pepperoni and maybe mushrooms.\nThe crust should be substantial enough to hold the toppings without getting soggy.\nTony's does a nice job - their sauce has a little sweetness and the cheese goes all the way to the edges.\nI want a pizza that feels like a meal, not some skinny thing you need three slices to feel satisfied.\nThe sauce-to-cheese ratio should favor cheese slightly, and the toppings should be generous.\nPizza is family dinner maybe once or twice a month when my wife doesn't feel like cooking.\nWe'll call Tony's and pick it up on the way home from work.\nIt's comfort food that brings the family together around the kitchen table.\nWe don't do fancy dining much out here, so pizza night feels special for the kids.\nBoxes keep things neat and the pizza warm on the drive home from Tony's.\nPizza should be straightforward - no need to overcomplicate the eating process with fancy plates or utensils.\nTony's is affordable and reliable - large pizza feeds our family for under $15.\nDistance can be a factor since we live 10 minutes outside town, but it's not too bad.",69735316-b137-4720-8e53-af91a176b166,Pizza Evolution,Does the text describe a change or evolution in pizza preferences or availability over time?,0.0,"The text reflects a consistent preference for pizza over time rather than a change in preferences, as the author expresses a fondness for traditional pizza experiences and specific local offerings.","Good pizza is good pizza, whether it's 1985 or 2024.",
